"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"50","RM",60,5790,"Reg","Corner","OldTown","Norm","1Fam","2Story",3,6,1915,1,"Gambrel","VinylSd","VinylSd","None",0,3,4,"CBlock",2,1,1,"0","840","840",4,"N","SBrkr",840,765,1605,"0","0",2,0,3,3,8,0,0,"Detchd",1915,1,"1","379","3","3","Y",0,1,"5","2010","WD","Normal",107400
"180","RM",21,1596,"Reg","Inside","MeadowV","Norm","Twnhs","SLvl",4,5,1973,0,"Gable","CemntBd","CmentBd","None",0,2,3,"CBlock",4,4,6,"462","0","462",3,"Y","SBrkr",526,462,988,"1","0",1,0,2,3,5,0,0,"BuiltIn",1973,1,"1","297","3","3","Y",120,1,"11","2009","WD","Normal",91000
"20","RL",69.3057953144266,8475,"IReg","Inside","NAmes","Norm","1Fam","1Story",4,7,1956,0,"Gable","VinylSd","VinylSd","None",0,2,3,"CBlock",3,1,5,"228","724","952",5,"Y","Other",952,0,952,"0","0",1,0,2,3,4,0,0,"Detchd",1956,1,"1","283","3","3","Y",0,1,"4","2008","WD","Normal",135750
"50","RM",50,8635,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,5,1948,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,1,4,"336","295","672",3,"Y","SBrkr",1072,213,1285,"1","0",1,0,2,3,6,0,0,"Detchd",1948,1,"1","240","3","3","Y",0,2,"1","2008","WD","Normal",127000
"90","RL",72,10778,"Reg","Inside","Sawyer","Norm","Duplex","1Story",4,5,1968,0,"Hip","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,1,"0","1768","1768",3,"N","SBrkr",1768,0,1768,"0","0",2,0,4,3,8,0,0,"None",1968,1,"0","0","None","0","Y",0,1,"4","2010","WD","Normal",136500
"50","RM",60,10440,"Reg","Corner","OldTown","Norm","1Fam","2Story",5,6,1910,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",3,1,1,"0","440","440",4,"Y","SBrkr",682,548,1230,"0","0",1,1,2,3,5,0,0,"Detchd",1966,1,"2","440","3","3","Y",74,2,"5","2009","WD","Normal",110000
"60","RL",100,13000,"Reg","Corner","NAmes","Norm","1Fam","2Story",6,6,1968,0,"Gable","VinylSd","VinylSd","BrkFace",576,2,4,"CBlock",4,1,3,"448","448","896",3,"Y","SBrkr",1182,960,2142,"0","0",2,1,4,4,8,1,4,"Attchd",1968,2,"1","509","3","3","Y",0,1,"6","2009","WD","Normal",193500
"120","RM",32,4500,"Reg","FR2","Mitchel","Norm","TwnhsE","1Story",6,5,1998,0,"Hip","VinylSd","VinylSd","BrkFace",443,2,4,"PConc",5,1,6,"1201","36","1237",5,"Y","SBrkr",1337,0,1337,"1","0",2,0,2,3,5,0,0,"Attchd",1998,2,"2","405","3","3","Y",0,1,"3","2006","WD","Normal",153500
"20","RL",78,10206,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2007,0,"Gable","VinylSd","VinylSd","Stone",468,2,3,"PConc",4,1,6,"33","1530","1563",5,"Y","SBrkr",1563,0,1563,"0","0",2,0,3,4,6,1,4,"Attchd",2007,1,"3","758","3","3","Y",144,1,"10","2008","WD","Normal",245000
"20","RL",80,8892,"IReg","Inside","NAmes","Norm","1Fam","1Story",5,5,1960,0,"Gable","MetalSd","MetalSd","BrkCmn",66,2,3,"CBlock",3,1,1,"0","1065","1065",4,"Y","SBrkr",1065,0,1065,"0","0",1,1,3,3,6,0,0,"Detchd",1974,1,"2","461","3","3","Y",74,1,"7","2007","COD","Normal",126500
"80","RL",69.3057953144266,8530,"IReg","Inside","Gilbert","Norm","1Fam","SLvl",7,5,1995,1,"Gable","HdBoard","HdBoard","BrkFace",22,2,3,"PConc",4,1,1,"0","384","384",4,"Y","SBrkr",804,670,1474,"0","0",2,1,3,3,7,1,3,"BuiltIn",1995,2,"2","400","3","3","Y",120,1,"5","2009","WD","Normal",168500
"60","RL",121,16059,"Reg","Corner","NoRidge","Norm","1Fam","2Story",8,5,1991,1,"Hip","HdBoard","HdBoard","BrkFace",284,3,3,"CBlock",4,1,1,"0","1288","1288",5,"Y","SBrkr",1301,1116,2417,"0","0",2,1,4,4,9,1,3,"Attchd",1991,1,"2","462","3","3","Y",127,1,"4","2006","WD","Normal",260000
"60","RL",122,11911,"IReg","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,"0","684","684",5,"Y","SBrkr",684,876,1560,"0","0",2,1,3,4,6,1,4,"BuiltIn",2005,2,"2","400","3","3","Y",100,1,"3","2009","WD","Normal",174000
"160","FV",40,3951,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,2009,0,"Gable","VinylSd","VinylSd","Stone",76,3,3,"PConc",4,3,1,"0","612","612",5,"Y","SBrkr",612,612,1224,"0","0",2,1,2,4,4,0,0,"Detchd",2009,1,"2","528","3","3","Y",0,1,"6","2009","New","Partial",164500
"50","C (all)",105,8470,"IReg","Corner","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1,"Hip","Plywood","Plywood","None",0,1,2,"CBlock",3,1,1,"0","1013","1013",3,"N","SBrkr",1013,0,1526,"0","0",1,0,2,2,6,0,0,"None",1915,1,"0","0","None","0","N",0,2,"10","2009","ConLD","Abnorml",85000
"20","RL",60,8070,"Reg","Inside","CollgCr","Norm","1Fam","1Story",4,5,1994,1,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,6,"588","402","990",5,"Y","SBrkr",990,0,990,"1","0",1,0,3,3,5,0,0,"None",1994,1,"0","0","None","0","Y",0,1,"8","2007","WD","Normal",123600
"20","RL",60,7200,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1950,0,"Gable","BrkFace","Wd Sdng","None",0,2,3,"Slab",0,0,1,"0","0","0",3,"Y","Other",1040,0,1040,"0","0",1,0,2,3,4,0,0,"Detchd",1950,1,"2","420","3","3","Y",0,1,"7","2006","WD","Normal",109900
"20","RL",85,8500,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,3,1961,0,"Hip","HdBoard","HdBoard","BrkCmn",203,2,3,"CBlock",3,1,3,"600","635","1235",3,"Y","SBrkr",1235,0,1235,"0","0",1,0,2,3,6,0,0,"Attchd",1961,1,"2","480","3","3","Y",0,1,"12","2006","WD","Abnorml",98600
"30","RL",80,13360,"Slope","Inside","Crawfor","Norm","1Fam","1Story",5,7,1921,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,4,"BrkTil",4,1,5,"713","163","876",5,"Y","SBrkr",964,0,964,"1","0",1,0,2,3,5,0,0,"Detchd",1921,1,"2","432","3","3","Y",0,1,"8","2009","WD","Normal",163500
"190","C (all)",60,7200,"Reg","Corner","OldTown","Norm","2fmCon","2.5Unf",6,6,1910,1,"Hip","MetalSd","MetalSd","None",0,2,3,"BrkTil",3,2,3,"1046","168","1214",5,"N","SBrkr",1260,1031,2291,"0","1",2,0,4,3,9,1,4,"Detchd",1900,1,"2","506","3","3","Y",0,1,"11","2007","WD","Normal",133900
"60","RL",69,9337,"IReg","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,0,"Gable","VinylSd","VinylSd","None",0,2,4,"PConc",4,1,6,"648","176","824",5,"Y","SBrkr",905,881,1786,"1","0",2,1,3,4,7,0,0,"Attchd",1997,1,"2","684","3","3","Y",0,1,"5","2007","WD","Normal",204750
"60","RL",69.3057953144266,9765,"IReg","Corner","Gilbert","Norm","1Fam","2Story",6,8,1993,0,"Gable","VinylSd","VinylSd","BrkFace",68,4,4,"PConc",4,1,5,"310","370","680",4,"Y","SBrkr",680,790,1470,"0","0",2,1,3,3,6,1,3,"BuiltIn",1993,2,"2","420","3","3","Y",232,1,"4","2009","WD","Normal",185000
"20","RL",78,10264,"IReg","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,0,"Gable","VinylSd","VinylSd","BrkFace",183,3,3,"PConc",4,3,5,"1162","426","1588",5,"Y","SBrkr",1588,0,1588,"0","0",2,0,3,4,6,0,0,"Attchd",1999,1,"2","472","3","3","Y",158,1,"8","2006","WD","Normal",214000
"20","RL",73,10921,"Slope","Inside","Edwards","Norm","1Fam","1Story",4,5,1965,0,"Hip","HdBoard","HdBoard","BrkFace",48,2,3,"CBlock",3,1,3,"520","440","960",3,"Y","Other",960,0,960,"1","0",1,0,3,3,6,0,0,"Attchd",1965,2,"1","432","3","3","P",120,1,"5","2007","WD","Normal",94750
"30","RL",85,10625,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,1920,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,1,5,"108","350","458",2,"N","SBrkr",835,0,835,"0","0",1,0,2,3,5,0,0,"Basment",1920,1,"1","366","2","3","Y",0,1,"5","2010","COD","Abnorml",83000
"20","RL",77,9320,"IReg","Inside","NAmes","Norm","1Fam","1Story",4,5,1959,0,"Gable","Plywood","Plywood","None",0,2,3,"CBlock",3,1,5,"569","381","950",2,"Y","SBrkr",1225,0,1225,"1","0",1,1,3,3,6,0,0,"None",1959,1,"0","0","None","0","Y",352,1,"1","2010","WD","Normal",128950
"20","RL",69.3057953144266,10603,"IReg","Inside","NWAmes","Norm","1Fam","1Story",6,7,1977,1,"Gable","Plywood","Plywood","BrkFace",28,2,3,"PConc",3,2,5,"1200","410","1610",4,"Y","SBrkr",1610,0,1610,"1","0",2,0,3,4,6,2,3,"Attchd",1977,1,"2","480","3","3","Y",168,1,"2","2010","WD","Normal",205000
"60","RL",77,9206,"Reg","Inside","SawyerW","Norm","1Fam","2Story",6,5,1985,0,"Gable","HdBoard","HdBoard","BrkFace",336,3,3,"CBlock",4,1,1,"0","741","741",3,"Y","SBrkr",977,755,1732,"0","0",2,1,3,4,7,1,3,"Attchd",1985,2,"2","476","3","3","Y",192,1,"6","2010","WD","Normal",178000
"90","RL",64,7018,"Slope","Inside","SawyerW","Norm","Duplex","1Story",5,5,1979,0,"Gable","HdBoard","HdBoard","None",0,2,2,"Slab",0,0,1,"0","0","0",3,"Y","SBrkr",1535,0,1535,"0","0",2,0,4,3,8,0,0,"Attchd",1979,1,"2","410","3","3","Y",0,1,"6","2009","WD","Alloca",118964
"20","RL",94,10402,"IReg","Corner","CollgCr","Norm","1Fam","1Story",7,5,2009,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,1,"0","1226","1226",5,"Y","SBrkr",1226,0,1226,"0","0",2,0,3,4,6,0,0,"Attchd",2009,1,"3","740","3","3","Y",0,1,"5","2010","WD","Normal",198900
"50","RM",69.3057953144266,7758,"Reg","Corner","IDOTRR","Norm","1Fam","1.5Fin",7,4,1931,1,"Gable","Stucco","Stucco","BrkFace",600,2,2,"PConc",3,1,2,"224","816","1040",5,"Y","Other",1226,592,1818,"0","0",1,1,4,3,7,2,3,"Detchd",1951,1,"1","240","3","3","Y",0,1,"6","2007","WD","Normal",169500
"60","FV",75,9375,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2003,1,"Hip","VinylSd","VinylSd","BrkFace",768,3,3,"PConc",5,1,1,"0","1053","1053",5,"Y","SBrkr",1053,939,1992,"0","0",2,1,3,4,9,1,4,"Attchd",2003,1,"2","648","3","3","Y",140,1,"8","2008","WD","Normal",250000
"30","RM",60,10800,"Reg","Inside","OldTown","Norm","1Fam","1Story",4,7,1885,1,"Mansard","VinylSd","VinylSd","None",0,2,3,"BrkTil",2,1,1,"0","641","641",4,"Y","SBrkr",1047,0,1047,"0","0",1,0,2,3,6,0,0,"Detchd",1954,1,"1","273","2","2","N",0,1,"8","2007","WD","Normal",100000
"20","RM",50,6000,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,5,1948,1,"Gable","VinylSd","VinylSd","None",0,2,3,"CBlock",3,1,5,"104","516","789",5,"Y","SBrkr",789,0,789,"0","0",1,0,2,3,5,0,0,"Detchd",1948,1,"1","250","3","3","Y",0,1,"4","2008","WD","Partial",115000
"50","RM",85,8500,"Reg","Corner","IDOTRR","Artery","1Fam","1.5Fin",5,7,1919,1,"Gable","CemntBd","CmentBd","None",0,2,3,"CBlock",3,1,1,"0","793","793",3,"N","Other",997,520,1517,"0","0",2,0,3,2,7,0,0,"None",1919,1,"0","0","None","0","N",0,1,"8","2007","WD","Normal",115000
"20","RL",105,11751,"IReg","Inside","NWAmes","Norm","1Fam","1Story",6,6,1977,0,"Hip","Plywood","Plywood","BrkFace",480,2,3,"CBlock",4,1,4,"705","1139","1844",5,"Y","SBrkr",1844,0,1844,"0","0",2,0,3,3,7,1,3,"Attchd",1977,1,"2","546","3","3","Y",0,2,"1","2010","COD","Normal",190000
"50","RL",75,9525,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",6,4,1954,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,1,3,"444","550","994",4,"Y","SBrkr",1216,639,1855,"0","0",2,0,4,3,7,0,0,"Attchd",1954,1,"1","325","3","3","Y",182,1,"10","2006","WD","Normal",136900
"80","RL",69.3057953144266,7750,"IReg","Inside","Gilbert","Norm","1Fam","SLvl",7,5,2000,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,6,"250","134","384",5,"Y","SBrkr",774,656,1430,"0","0",2,1,3,3,7,1,3,"BuiltIn",2000,2,"2","400","3","3","Y",180,1,"4","2010","WD","Normal",180000
"60","RL",77,9965,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2007,0,"Gable","VinylSd","VinylSd","Stone",220,3,3,"PConc",5,3,6,"984","280","1264",5,"Y","SBrkr",1282,1414,2696,"1","0",2,1,4,5,10,1,4,"BuiltIn",2007,2,"3","792","3","3","Y",120,1,"10","2007","New","Partial",383970
"20","RL",69.3057953144266,21000,"Slope","Corner","Crawfor","Norm","1Fam","1Story",6,5,1953,0,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,2,4,"CBlock",4,2,5,"35","905","1809",3,"Y","SBrkr",2259,0,2259,"1","0",2,0,3,4,7,2,4,"Basment",1953,1,"2","450","3","3","Y",166,2,"10","2007","COD","Abnorml",217000
"70","RL",61,7259,"IReg","Inside","Crawfor","Norm","1Fam","2Story",6,8,1945,1,"Gambrel","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,1,5,"774","104","1028",5,"Y","SBrkr",1436,884,2320,"1","0",2,1,3,4,9,1,3,"Detchd",1945,1,"1","180","3","3","Y",224,2,"7","2007","WD","Normal",259500
"160","FV",34,3230,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,1999,0,"Gable","MetalSd","MetalSd","BrkFace",1129,2,3,"PConc",4,1,6,"419","310","729",4,"Y","SBrkr",729,729,1458,"0","0",2,1,2,3,5,1,2,"Detchd",1999,1,"2","440","3","3","Y",0,1,"6","2007","WD","Normal",176000
"20","RL",69.3057953144266,11616,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1962,0,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,2,3,"CBlock",3,1,2,"170","252","1092",3,"Y","SBrkr",1092,0,1092,"0","1",1,0,3,3,6,1,1,"Attchd",1962,1,"1","288","3","3","Y",0,1,"9","2009","WD","Normal",139000
"20","RL",74,8536,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,2006,1,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,1,"0","1125","1125",4,"Y","SBrkr",1125,0,1125,"0","0",1,1,2,3,5,0,0,"Attchd",2007,1,"2","430","3","3","Y",80,1,"4","2007","New","Partial",155000
"60","RL",90,12376,"Reg","Corner","SawyerW","Norm","1Fam","2Story",7,5,1990,0,"Hip","Plywood","Plywood","None",0,2,3,"PConc",4,2,6,"1470","203","1673",4,"Y","SBrkr",1699,1523,3222,"1","0",3,0,5,4,11,2,3,"Attchd",1990,1,"3","594","3","3","Y",367,1,"5","2010","WD","Normal",320000
"60","RL",65,8461,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,2005,1,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","728","728",5,"Y","SBrkr",728,728,1456,"0","0",2,1,3,4,8,1,4,"Attchd",2005,2,"2","390","3","3","Y",0,1,"7","2006","New","Partial",163990
"80","RL",69.3057953144266,21453,"Slope","CulDSac","ClearCr","Norm","1Fam","SLvl",6,5,1969,0,"Flat","Plywood","Plywood","None",0,2,3,"CBlock",3,4,5,"938","0","938",5,"Y","SBrkr",988,0,988,"1","0",1,0,1,3,4,2,3,"Attchd",1969,1,"2","540","3","3","Y",0,1,"10","2006","WD","Normal",180000
"50","RM",50,6060,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1,"Gable","AsbShng","AsbShng","None",0,2,3,"PConc",3,1,1,"0","732","732",4,"Y","SBrkr",772,351,1123,"0","0",1,0,3,3,4,0,0,"Detchd",1979,1,"1","264","3","3","P",0,2,"6","2007","WD","Normal",100000
"20","RL",75,9464,"Reg","Corner","NAmes","Norm","1Fam","1Story",6,7,1958,0,"Hip","MetalSd","MetalSd","BrkFace",135,2,4,"CBlock",3,1,4,"570","510","1080",4,"Y","SBrkr",1080,0,1080,"0","0",1,0,3,3,5,0,0,"Attchd",1958,1,"1","288","3","3","Y",0,1,"6","2008","WD","Normal",136000
"120","RL",55,7892,"Reg","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1993,0,"Gable","Plywood","Plywood","None",0,3,3,"PConc",4,1,6,"300","899","1199",5,"Y","SBrkr",1199,0,1199,"0","0",2,0,2,4,5,0,0,"Attchd",1993,1,"2","530","3","3","Y",0,1,"3","2008","WD","Normal",153900
"20","RL",48,17043,"IReg","CulDSac","NWAmes","Norm","1Fam","1Story",6,5,1979,1,"Gable","HdBoard","HdBoard","None",0,2,4,"CBlock",4,1,1,"0","1362","1362",3,"Y","SBrkr",1586,0,1586,"0","0",2,0,3,3,7,1,3,"Attchd",1979,1,"2","435","3","3","Y",192,1,"1","2009","WD","Normal",181000
"190","RM",60,6780,"Reg","Inside","IDOTRR","Norm","2fmCon","1.5Fin",6,8,1935,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,6,"490","30","520",4,"N","SBrkr",520,0,754,"1","0",1,0,2,3,5,0,0,"None",1935,1,"0","0","None","0","N",53,1,"6","2006","WD","Normal",84500
"120","RL",69.3057953144266,4928,"IReg","Inside","NPkVill","Norm","TwnhsE","1Story",6,5,1976,0,"Gable","Plywood","Plywood","None",0,2,3,"CBlock",4,1,5,"120","958","1078",3,"Y","SBrkr",958,0,958,"0","0",2,0,2,3,5,1,3,"Attchd",1977,1,"2","440","3","3","Y",0,1,"2","2007","WD","Normal",128000
"45","RM",55,4388,"Slope","Inside","OldTown","Feedr","1Fam","1.5Unf",5,7,1930,1,"Gable","WdShing","Wd Sdng","None",0,2,4,"BrkTil",3,1,2,"116","556","672",5,"Y","SBrkr",840,0,840,"0","0",1,0,3,3,5,1,3,"None",1930,1,"0","0","None","0","N",0,1,"6","2007","WD","Normal",87000
"60","RL",69,7590,"Reg","Inside","NAmes","PosN","1Fam","2Story",6,5,1966,0,"Gable","VinylSd","VinylSd","BrkFace",266,2,3,"CBlock",3,1,4,"512","148","660",3,"Y","SBrkr",660,688,1348,"0","0",1,1,3,3,6,1,2,"Attchd",1966,1,"2","453","3","3","Y",188,1,"7","2006","WD","Normal",155000
"20","RL",69,8973,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1958,1,"Gable","Plywood","Plywood","BrkFace",85,2,3,"CBlock",3,1,3,"567","413","1008",3,"Y","Other",1053,0,1053,"0","1",1,1,3,5,6,0,0,"2Types",1998,1,"2","750","3","3","Y",0,1,"7","2006","WD","Abnorml",150000
"60","RL",88,14200,"Reg","Corner","NAmes","Norm","1Fam","2Story",7,6,1966,0,"Gable","MetalSd","MetalSd","BrkFace",309,2,3,"CBlock",3,1,3,"445","479","924",5,"Y","SBrkr",1216,941,2157,"0","0",2,1,4,4,8,2,4,"Attchd",1966,2,"2","487","3","3","Y",105,4,"5","2006","WD","Normal",226000
"60","RL",69.3057953144266,12224,"IReg","Corner","Gilbert","Norm","1Fam","2Story",6,5,2000,0,"Gable","VinylSd","VinylSd","BrkFace",40,3,3,"PConc",4,1,6,"695","297","992",5,"Y","SBrkr",1022,1032,2054,"1","0",2,1,3,4,7,1,3,"BuiltIn",2000,1,"2","390","3","3","Y",24,1,"7","2009","WD","Normal",244000
"20","RL",75,7388,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,6,1959,1,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,3,"405","658","1063",4,"Y","SBrkr",1327,0,1327,"1","0",1,0,3,4,7,0,0,"Detchd",1974,1,"2","624","3","3","Y",0,1,"7","2007","WD","Normal",150750
"20","RL",69.3057953144266,6853,"IReg","Inside","Timber","Norm","1Fam","1Story",8,5,2001,1,"Gable","VinylSd","VinylSd","BrkFace",136,3,3,"PConc",5,1,6,"1005","262","1267",5,"Y","SBrkr",1296,0,1296,"1","0",2,0,2,4,6,0,0,"Attchd",2001,2,"2","471","3","3","Y",192,1,"6","2009","WD","Normal",220000
"20","RL",78,10335,"IReg","Inside","Sawyer","Norm","1Fam","1Story",5,6,1968,1,"Gable","Plywood","Plywood","None",0,2,3,"CBlock",3,1,3,"570","891","1461",4,"Y","SBrkr",1721,0,1721,"0","0",2,1,3,3,7,1,3,"Attchd",1968,1,"2","440","3","3","Y",0,2,"7","2006","WD","Normal",180000
"20","RL",80,10400,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,6,1970,0,"Hip","Plywood","Plywood","BrkFace",288,2,3,"PConc",3,1,1,"0","1304","1304",4,"Y","SBrkr",1682,0,1682,"0","0",2,0,3,3,7,1,4,"Attchd",1970,1,"2","530","3","3","Y",98,2,"5","2008","WD","Normal",174000
"20","RL",69.3057953144266,10355,"IReg","Corner","NAmes","Norm","1Fam","1Story",5,5,1967,0,"Gable","MetalSd","MetalSd","BrkFace",196,2,3,"CBlock",3,1,4,"695","519","1214",3,"Y","SBrkr",1214,0,1214,"0","0",2,0,3,3,5,1,2,"Attchd",1967,1,"1","318","3","3","Y",0,1,"7","2007","WD","Normal",143000
"90","RL",82,11070,"Reg","Inside","Mitchel","Norm","Duplex","1Story",7,5,1988,1,"Gable","VinylSd","VinylSd","BrkFace",70,2,3,"CBlock",3,1,1,"0","1907","1907",4,"Y","SBrkr",1959,0,1959,"0","0",3,0,5,3,9,0,0,"2Types",1989,1,"3","766","3","3","Y",0,1,"7","2006","WD","Family",171000
"60","RL",73,9066,"IReg","Inside","CollgCr","Norm","1Fam","2Story",8,5,1999,1,"Gable","VinylSd","VinylSd","BrkFace",320,3,3,"PConc",4,2,6,"668","336","1004",5,"Y","SBrkr",1004,848,1852,"0","0",2,1,3,4,7,2,3,"Attchd",1999,2,"3","660","3","3","Y",224,4,"12","2008","WD","Normal",230000
"60","RL",65,15426,"IReg","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,0,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,6,"821","107","928",5,"Y","SBrkr",928,836,1764,"1","0",2,1,3,4,7,0,0,"Attchd",1997,1,"2","470","3","3","Y",276,2,"8","2009","WD","Normal",231500
"20","RL",70,10500,"Reg","FR2","NAmes","Norm","1Fam","1Story",4,5,1971,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,5,"432","432","864",3,"Y","SBrkr",864,0,864,"0","0",1,0,3,3,5,1,1,"None",1971,1,"0","0","None","0","Y",0,1,"4","2010","ConLI","Normal",115000
"20","RL",78,11645,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,6,"1300","434","1734",5,"Y","SBrkr",1734,0,1734,"1","0",2,0,3,4,7,0,0,"Attchd",2005,2,"2","660","3","3","Y",160,1,"1","2006","WD","Normal",260000
"50","RL",71,8520,"Reg","Corner","NAmes","Artery","1Fam","1.5Fin",5,4,1952,0,"Gable","BrkFace","Wd Sdng","None",0,2,2,"CBlock",3,1,3,"507","403","910",2,"Y","SBrkr",910,475,1385,"0","0",2,0,4,3,6,0,0,"Detchd",2000,1,"2","720","3","3","Y",0,2,"6","2010","WD","Normal",166000
"20","RL",78,10335,"IReg","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,0,"Gable","VinylSd","VinylSd","BrkFace",183,3,3,"PConc",4,4,6,"679","811","1490",5,"Y","SBrkr",1501,0,1501,"1","0",2,0,3,4,6,0,0,"Attchd",1999,1,"2","577","3","3","Y",144,1,"6","2009","WD","Normal",204000
"90","RM",70,9100,"Reg","Inside","Sawyer","RRAe","Duplex","1Story",5,5,1963,0,"Gable","HdBoard","HdBoard","BrkFace",336,2,3,"CBlock",3,1,3,"1332","396","1728",3,"Y","SBrkr",1728,0,1728,"1","0",2,0,6,3,10,0,0,"Detchd",1963,1,"2","504","3","3","Y",0,1,"11","2006","ConLI","Abnorml",125000
"160","RM",24,2522,"Reg","Inside","Edwards","Norm","Twnhs","2Story",6,5,2004,1,"Gable","VinylSd","VinylSd","Stone",50,3,3,"PConc",4,1,1,"0","970","970",5,"Y","SBrkr",970,739,1709,"0","0",2,0,3,4,7,0,0,"Detchd",2004,1,"2","380","3","3","Y",0,1,"4","2006","WD","Normal",130000
"30","RM",51,6120,"Reg","Corner","BrkSide","Norm","1Fam","1Story",5,7,1931,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,1,4,"209","506","715",3,"Y","Other",875,0,875,"1","0",1,0,2,3,5,0,0,"Detchd",1931,1,"1","180","2","3","Y",48,1,"11","2009","WD","Normal",105000
"60","RL",69.3057953144266,9505,"IReg","CulDSac","Gilbert","Norm","1Fam","2Story",7,5,2001,0,"Gable","VinylSd","VinylSd","BrkFace",180,3,3,"PConc",4,1,1,"0","884","884",5,"Y","SBrkr",884,1151,2035,"0","0",2,1,3,4,8,1,4,"BuiltIn",2001,2,"2","434","3","3","Y",144,1,"5","2010","WD","Normal",222500
"20","RL",63,7500,"Reg","Inside","SawyerW","Norm","1Fam","1Story",7,5,2004,1,"Gable","VinylSd","VinylSd","BrkFace",120,2,3,"PConc",4,1,6,"680","400","1080",5,"Y","SBrkr",1080,0,1080,"1","0",1,0,3,4,6,0,0,"None",2004,1,"0","0","None","0","Y",0,1,"4","2008","WD","Normal",141000
"50","RM",69.3057953144266,6240,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,4,1936,1,"Gable","MetalSd","MetalSd","None",0,2,3,"BrkTil",4,1,1,"0","896","896",4,"Y","Other",896,448,1344,"0","0",1,0,3,3,7,0,0,"Detchd",1936,1,"1","240","2","3","Y",200,1,"4","2006","WD","Normal",115000
